guid,title,updated,resource_url,local_path
5a288215-c3dc-4b95-9c0e-e2cbd7af6f7c,5a288215-c3dc-4b95-9c0e-e2cbd7af6f7c,2019-04-01T09:39:04.5630000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/5a288215-c3dc-4b95-9c0e-e2cbd7af6f7c,tweede_kamer_documents\5a288215-c3dc-4b95-9c0e-e2cbd7af6f7c_5a288215-c3dc-4b95-9c0e-e2cbd7af6f7c.bin
056028fe-a092-4865-9570-5eb845ff6a91,056028fe-a092-4865-9570-5eb845ff6a91,2019-04-01T09:39:23.6400000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/056028fe-a092-4865-9570-5eb845ff6a91,tweede_kamer_documents\056028fe-a092-4865-9570-5eb845ff6a91_056028fe-a092-4865-9570-5eb845ff6a91.bin
abb3d717-e014-415a-9f34-dfdf06a34d27,abb3d717-e014-415a-9f34-dfdf06a34d27,2019-04-01T09:39:35.1570000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/abb3d717-e014-415a-9f34-dfdf06a34d27,tweede_kamer_documents\abb3d717-e014-415a-9f34-dfdf06a34d27_abb3d717-e014-415a-9f34-dfdf06a34d27.bin
6f398190-2557-4013-beee-5bfc6e6a9806,6f398190-2557-4013-beee-5bfc6e6a9806,2019-04-01T09:39:44.6270000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/6f398190-2557-4013-beee-5bfc6e6a9806,tweede_kamer_documents\6f398190-2557-4013-beee-5bfc6e6a9806_6f398190-2557-4013-beee-5bfc6e6a9806.bin
ab5872c8-5a9a-4791-bbf5-68beb9d1bd24,ab5872c8-5a9a-4791-bbf5-68beb9d1bd24,2019-04-01T09:40:03.4870000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/ab5872c8-5a9a-4791-bbf5-68beb9d1bd24,tweede_kamer_documents\ab5872c8-5a9a-4791-bbf5-68beb9d1bd24_ab5872c8-5a9a-4791-bbf5-68beb9d1bd24.bin
728fe35e-c0a7-4b7f-8eb3-47ecfdf32c69,728fe35e-c0a7-4b7f-8eb3-47ecfdf32c69,2019-04-01T09:40:14.0970000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/728fe35e-c0a7-4b7f-8eb3-47ecfdf32c69,tweede_kamer_documents\728fe35e-c0a7-4b7f-8eb3-47ecfdf32c69_728fe35e-c0a7-4b7f-8eb3-47ecfdf32c69.bin
7dd714d8-0167-43d7-ba4d-da3b9caeb681,7dd714d8-0167-43d7-ba4d-da3b9caeb681,2019-04-01T09:40:24.6270000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/7dd714d8-0167-43d7-ba4d-da3b9caeb681,tweede_kamer_documents\7dd714d8-0167-43d7-ba4d-da3b9caeb681_7dd714d8-0167-43d7-ba4d-da3b9caeb681.bin
ae2f2588-5755-4e23-984b-accd392bf52d,ae2f2588-5755-4e23-984b-accd392bf52d,2019-04-01T09:40:56.0800000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/ae2f2588-5755-4e23-984b-accd392bf52d,tweede_kamer_documents\ae2f2588-5755-4e23-984b-accd392bf52d_ae2f2588-5755-4e23-984b-accd392bf52d.bin
153615a1-5ceb-4e39-9aa3-d51f2543b7e2,153615a1-5ceb-4e39-9aa3-d51f2543b7e2,2019-04-01T09:41:05.5330000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/153615a1-5ceb-4e39-9aa3-d51f2543b7e2,tweede_kamer_documents\153615a1-5ceb-4e39-9aa3-d51f2543b7e2_153615a1-5ceb-4e39-9aa3-d51f2543b7e2.bin
643ef72f-2188-4b46-9df5-bf6f503e7e76,643ef72f-2188-4b46-9df5-bf6f503e7e76,2019-04-01T09:41:12.8930000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/643ef72f-2188-4b46-9df5-bf6f503e7e76,tweede_kamer_documents\643ef72f-2188-4b46-9df5-bf6f503e7e76_643ef72f-2188-4b46-9df5-bf6f503e7e76.bin
